Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Dungeon Siege III,PlayStation,2011.0,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71.0,52.0,6.3,86.0,T
Harry Potter: Quidditch World Cup,Nintendo,2003.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,53.0,6.0,8.3,9.0,E
Silent Hill: Homecoming,PlayStation,2008.0,Action,Konami Digital Entertainment,0.18,0.14,0.0,0.06,0.38,71.0,41.0,6.9,145.0,M
Skylanders: Trap Team,Xbox,2014.0,Action,Activision,0.28,0.07,0.0,0.04,0.38,78.0,22.0,7.1,15.0,E10+
Shin Megami Tensei: Nocturne,PlayStation,2003.0,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,82.0,42.0,8.8,86.0,M
Homefront: The Revolution,PlayStation,2016.0,Shooter,Deep Silver,0.08,0.22,0.03,0.05,0.38,48.0,43.0,3.9,216.0,M
Farming Simulator 2013,Xbox,2013.0,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.04,0.38,33.0,12.0,6.2,30.0,E
Saints Row: The Third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38,84.0,22.0,8.1,1270.0,M
ESPN College Hoops 2K5,Xbox,2004.0,Sports,Sega,0.29,0.08,0.0,0.01,0.38,86.0,18.0,8.3,11.0,E
Looney Tunes: Acme Arsenal,PlayStation,2007.0,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38,38.0,10.0,3.9,7.0,E10+
Marvel: Ultimate Alliance,PlayStation,2006.0,Role-Playing,Activision,0.33,0.02,0.0,0.03,0.38,78.0,35.0,7.6,49.0,T
Naruto: Clash of Ninja Revolution 2,Nintendo,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.38,72.0,20.0,8.4,16.0,T
Star Fox: Zero,Nintendo,2016.0,Shooter,Nintendo,0.18,0.1,0.08,0.03,0.38,69.0,82.0,7.4,669.0,E10+
NFL GameDay 2002,PlayStation,2001.0,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.38,51.0,18.0,4.6,5.0,E
Turok: Evolution,Nintendo,2002.0,Shooter,Acclaim Entertainment,0.3,0.08,0.0,0.01,0.38,70.0,19.0,7.0,21.0,M
NCAA Football 08,PlayStation,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,77.0,13.0,7.9,28.0,E
Viking: Battle for Asgard,PlayStation,2008.0,Action,Sega,0.14,0.17,0.0,0.07,0.38,65.0,38.0,7.4,32.0,M
Sega Superstars Tennis,PlayStation,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38,70.0,9.0,8.3,4.0,E10+
Headhunter,PlayStation,2002.0,Action,Sega,0.19,0.15,0.0,0.05,0.38,74.0,24.0,7.8,19.0,M
Marvel Nemesis: Rise of the Imperfects,Nintendo,2005.0,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38,54.0,19.0,5.7,24.0,T
Brunswick Pro Bowling,Nintendo,2007.0,Sports,505 Games,0.35,0.01,0.0,0.03,0.38,52.0,11.0,5.4,23.0,E
Bratz: Rock Angelz,PlayStation,2005.0,Misc,THQ,0.19,0.15,0.0,0.05,0.38,60.0,7.0,5.1,7.0,E
FlatOut,PlayStation,2004.0,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38,70.0,30.0,8.5,16.0,T
Metal Gear Solid: Snake Eater 3D,Nintendo,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78.0,46.0,7.8,167.0,M
SSX 3,Nintendo,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.38,92.0,27.0,8.7,45.0,E
LocoRoco,PlayStation,2006.0,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,83.0,67.0,8.7,89.0,E
Risk: Global Domination,PlayStation,2003.0,Strategy,Atari,0.19,0.15,0.0,0.05,0.38,60.0,9.0,8.8,25.0,T
Sword Art Online: Lost Song,PlayStation,2015.0,Role-Playing,Namco Bandai Games,0.07,0.04,0.23,0.03,0.38,70.0,4.0,7.1,29.0,T
Grandia Xtreme,PlayStation,2002.0,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,68.0,16.0,6.5,15.0,T
The Incredible Hulk,PlayStation,2008.0,Action,Sega,0.32,0.01,0.0,0.05,0.38,50.0,4.0,6.0,5.0,T
Mercenaries 2: World in Flames,PlayStation,2008.0,Shooter,Electronic Arts,0.21,0.0,0.0,0.17,0.38,49.0,10.0,7.4,31.0,T
Ghost Trick: Phantom Detective,Nintendo,2010.0,Adventure,Capcom,0.17,0.07,0.12,0.02,0.38,83.0,60.0,9.0,127.0,T
Skylanders Giants,Nintendo,2012.0,Action,Activision,0.22,0.12,0.0,0.03,0.38,80.0,8.0,6.9,22.0,E10+
Hunter: The Reckoning,Xbox,2002.0,Action,Interplay,0.28,0.08,0.0,0.01,0.38,79.0,28.0,8.9,20.0,M
MX vs. ATV Untamed,PlayStation,2007.0,Racing,THQ,0.32,0.01,0.0,0.05,0.38,53.0,13.0,8.2,5.0,E
Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,0.0,0.32,0.0,0.06,0.38,82.0,32.0,8.8,132.0,T
Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,0.36,0.0,0.02,0.38,81.0,34.0,7.0,99.0,E
Get Fit with Mel ,PlayStation,2010.0,Sports,Black Bean Games,0.15,0.16,0.0,0.07,0.38,73.0,4.0,5.8,4.0,E
Pokemon Channel,Nintendo,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,55.0,21.0,5.7,23.0,E
Disney Sing It,PlayStation,2008.0,Misc,Disney Interactive Studios,0.28,0.06,0.0,0.04,0.38,54.0,11.0,3.5,6.0,E
Virtua Tennis 2009,PlayStation,2009.0,Sports,Sega,0.09,0.22,0.0,0.06,0.38,70.0,34.0,6.5,22.0,E
The Dog Island,Nintendo,2007.0,Adventure,Ubisoft,0.34,0.01,0.0,0.03,0.38,70.0,4.0,8.1,12.0,E
Lego Star Wars: The Force Awakens,Xbox,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.17,0.0,0.03,0.38,76.0,11.0,7.0,18.0,E10+
Madagascar: Escape 2 Africa,PlayStation,2008.0,Action,Activision,0.12,0.0,0.0,0.26,0.38,56.0,4.0,5.8,6.0,E
Need for Speed: Nitro,Nintendo,2009.0,Racing,Electronic Arts,0.21,0.13,0.0,0.04,0.38,70.0,7.0,6.3,7.0,E10+
Naruto Shippuden: Ultimate Ninja Heroes 3,PlayStation,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,61.0,22.0,6.4,19.0,T
Wii Sports Clu,Nintendo,2014.0,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38,68.0,21.0,7.0,106.0,E10+
Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.33,0.0,0.05,0.38,81.0,52.0,7.7,524.0,T
TrackMania Turbo,PlayStation,2016.0,Action,Ubisoft,0.04,0.28,0.0,0.06,0.38,81.0,52.0,7.9,111.0,E
EyeToy Play 2,PlayStation,2004.0,Misc,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.38,78.0,30.0,7.0,9.0,E10+
Dance Dance Revolution Ultramix 3,Xbox,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38,75.0,16.0,8.6,8.0,E10+
Pro Evolution Soccer 2011 3D,Nintendo,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73.0,43.0,6.7,18.0,E
Just Dance 2014,PlayStation,2013.0,Misc,Ubisoft,0.17,0.14,0.0,0.06,0.38,77.0,6.0,7.1,25.0,E10+
Harry Potter and the Prisoner of Azkaban,Nintendo,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.01,0.38,67.0,22.0,7.3,8.0,E
GRID 2,PlayStation,2013.0,Racing,Codemasters,0.07,0.22,0.01,0.08,0.38,82.0,20.0,6.6,174.0,E
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.14,0.2,0.0,0.03,0.37,88.0,62.0,7.4,561.0,T
Super Dragon Ball Z,PlayStation,2006.0,Fighting,Atari,0.09,0.07,0.19,0.02,0.37,72.0,31.0,5.8,21.0,T
Just Dance 2016,PlayStation,2015.0,Misc,Ubisoft,0.18,0.13,0.0,0.06,0.37,73.0,10.0,6.7,21.0,E10+
The Golden Compass,PlayStation,2007.0,Action,Sega,0.11,0.16,0.0,0.1,0.37,28.0,4.0,4.1,7.0,E10+
Mirrors Edge Catalyst,PlayStation,2016.0,Platform,Electronic Arts,0.12,0.17,0.03,0.06,0.37,69.0,50.0,4.7,589.0,T
Ultimate Spider-Man,Nintendo,2005.0,Action,Activision,0.29,0.07,0.0,0.01,0.37,76.0,36.0,7.2,21.0,T
Major League Baseball 2K6,Xbox,2006.0,Sports,Spike,0.34,0.0,0.0,0.03,0.37,66.0,22.0,3.9,37.0,E
Theatrhythm Final Fantasy: Curtain Call,Nintendo,2014.0,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83.0,52.0,8.3,67.0,T
NBA 2K7,PlayStation,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,80.0,20.0,7.4,8.0,E
Just Dance 4,Nintendo,2012.0,Misc,Ubisoft,0.21,0.14,0.0,0.03,0.37,66.0,14.0,7.8,37.0,E10+
"Monsters, Inc. Scream Arena",Nintendo,2002.0,Platform,THQ,0.29,0.07,0.0,0.01,0.37,39.0,7.0,4.7,14.0,E
Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.05,0.37,86.0,14.0,6.7,559.0,E10+
Rampage: Total Destruction,PlayStation,2006.0,Action,Midway Games,0.18,0.14,0.0,0.05,0.37,51.0,34.0,7.0,15.0,E10+
Sid Meiers Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.12,0.23,0.0,0.03,0.37,81.0,78.0,5.5,1031.0,E10+
High Heat Major League Baseball 2003,PlayStation,2002.0,Sports,3DO,0.18,0.14,0.0,0.05,0.37,84.0,23.0,7.9,7.0,E
Trivial Pursuit,Xbox,2009.0,Misc,Electronic Arts,0.12,0.21,0.0,0.04,0.37,66.0,19.0,6.4,9.0,E
Kingdom Under Fire: Circle of Doom,Xbox,2007.0,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55.0,44.0,5.9,49.0,M
Spider-Man: Friend or Foe,PlayStation,2007.0,Action,Activision,0.31,0.01,0.0,0.05,0.37,62.0,15.0,8.3,19.0,E10+
EA Sports MMA,PlayStation,2010.0,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77.0,47.0,6.9,38.0,T
Guitar Hero On Tour: Modern Hits,Nintendo,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.37,70.0,30.0,6.3,7.0,E10+
Rocket League,Xbox,2016.0,Sports,505 Games,0.09,0.25,0.0,0.03,0.37,87.0,22.0,8.3,199.0,E
Quake 4,Xbox,2005.0,Shooter,Activision,0.32,0.02,0.0,0.03,0.37,75.0,52.0,6.7,80.0,M
Tiger Woods PGA Tour 14,PlayStation,2013.0,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,74.0,28.0,3.8,26.0,E
Skate,PlayStation,2007.0,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37,85.0,31.0,8.2,58.0,T
Rage,PC,2011.0,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37,79.0,32.0,5.2,1621.0,M
Custom Robo,Nintendo,2004.0,Role-Playing,Nintendo,0.29,0.07,0.0,0.01,0.37,65.0,31.0,8.1,27.0,T
Prince of Persia: The Forgotten Sands,PlayStation,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,65.0,10.0,7.4,14.0,T
DiRT 2,Nintendo,2009.0,Racing,Codemasters,0.1,0.22,0.0,0.04,0.37,51.0,10.0,5.5,22.0,E10+
Tomb Raider: Legend,Xbox,2006.0,Action,Eidos Interactive,0.27,0.07,0.01,0.03,0.37,80.0,54.0,7.3,84.0,T
Pac-Man World 2,Nintendo,2002.0,Action,Nintendo,0.28,0.07,0.0,0.01,0.37,74.0,18.0,8.3,19.0,E
Fossil Fighters: Frontier,Nintendo,2014.0,Role-Playing,Nintendo,0.09,0.04,0.23,0.01,0.37,57.0,25.0,4.8,19.0,E10+
The BIGS,Nintendo,2007.0,Sports,Take-Two Interactive,0.34,0.0,0.0,0.03,0.37,66.0,15.0,7.1,14.0,E
The Legend of Spyro: A New Beginning,Nintendo,2006.0,Platform,Vivendi Games,0.33,0.01,0.0,0.03,0.37,68.0,10.0,6.8,8.0,E
Juiced 2: Hot Import Nights,PlayStation,2007.0,Racing,THQ,0.06,0.2,0.0,0.11,0.37,73.0,6.0,7.8,11.0,T
Dungeon Siege III,Xbox,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72.0,55.0,5.9,102.0,T
NFL Street 2 Unleashed,PlayStation,2005.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,73.0,23.0,7.4,14.0,E
FIFA Street 2,PlayStation,2006.0,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59.0,27.0,7.7,42.0,E
Virtua Tennis 2009,Nintendo,2009.0,Sports,Sega,0.12,0.21,0.0,0.04,0.37,73.0,33.0,7.7,21.0,E
Overlord: Dark Legend,Nintendo,2009.0,Action,Codemasters,0.11,0.22,0.0,0.04,0.37,68.0,30.0,7.9,15.0,T
The Legend of Spyro: The Eternal Night,Nintendo,2007.0,Platform,Vivendi Games,0.32,0.02,0.0,0.03,0.37,56.0,4.0,2.7,6.0,E
Harry Potter and the Order of the Phoenix,PlayStation,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,52.0,11.0,7.6,20.0,E10+
Wanted: Weapons of Fate,Xbox,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0.0,0.04,0.37,62.0,61.0,7.5,26.0,M
Batman: Return to Arkham,PlayStation,2016.0,Action,Warner Bros. Interactive Entertainment,0.09,0.22,0.0,0.06,0.37,73.0,28.0,8.5,84.0,T
Xenosaga Episode III: Also sprach Zarathustra,PlayStation,2006.0,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81.0,34.0,9.0,59.0,T
Rune Factory: Frontier,Nintendo,2008.0,Role-Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79.0,34.0,8.5,39.0,E10+
Scribblenauts: Unlimited,Nintendo,2012.0,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.0,0.03,0.37,73.0,42.0,7.4,109.0,E10+
Mini Ninjas,Nintendo,2009.0,Action,Eidos Interactive,0.16,0.16,0.0,0.04,0.37,79.0,9.0,8.1,13.0,E10+
Naruto Shippuden: Ninja Destiny 2,Nintendo,2008.0,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55.0,12.0,5.7,11.0,T
Marvel: Ultimate Alliance,PlayStation,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,81.0,19.0,7.5,14.0,T
NCAA Football 07,PlayStation,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,75.0,16.0,7.9,11.0,E
The Sims 2: Castaway,PlayStation,2007.0,Simulation,Electronic Arts,0.3,0.01,0.0,0.05,0.37,71.0,17.0,8.0,15.0,T
Fragile Dreams: Farewell Ruins of the Moon,Nintendo,2009.0,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67.0,41.0,8.3,63.0,T
NBA Live 2003,Xbox,2002.0,Sports,Electronic Arts,0.31,0.04,0.0,0.01,0.36,82.0,17.0,8.8,6.0,E
Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.36,69.0,18.0,5.8,339.0,T
Sniper Elite 3,Xbox,2014.0,Shooter,505 Games,0.22,0.11,0.0,0.03,0.36,63.0,12.0,6.6,68.0,M
GoldenEye: Rogue Agent,Nintendo,2004.0,Shooter,Electronic Arts,0.28,0.07,0.0,0.01,0.36,60.0,35.0,6.7,14.0,T
Elite Beat Agents,Nintendo,2006.0,Misc,Nintendo,0.3,0.03,0.0,0.03,0.36,87.0,51.0,8.6,104.0,E10+
Dragon Ball Z: Infinite World,PlayStation,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48.0,17.0,7.9,37.0,T
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.21,0.0,0.03,0.36,84.0,17.0,8.0,1675.0,M
ESPN X Games Skateboarding,PlayStation,2001.0,Sports,Konami Digital Entertainment,0.18,0.14,0.0,0.05,0.36,58.0,15.0,7.8,14.0,E
Castlevania: Order of Ecclesia,Nintendo,2008.0,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85.0,46.0,8.7,111.0,T
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.36,89.0,55.0,8.5,2546.0,M
Green Day: Rock Band,Nintendo,2010.0,Misc,MTV Games,0.22,0.11,0.0,0.03,0.36,76.0,12.0,8.8,11.0,T
SAW,PlayStation,2009.0,Action,Konami Digital Entertainment,0.13,0.17,0.0,0.06,0.36,59.0,41.0,6.4,28.0,M
Tom Clancys HAWX 2,Xbox,2010.0,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68.0,57.0,6.3,29.0,T
High Heat Major League Baseball 2004,PlayStation,2003.0,Sports,3DO,0.18,0.14,0.0,0.05,0.36,83.0,17.0,8.1,12.0,E
Robots,PlayStation,2005.0,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,53.0,6.0,6.0,8.0,E
NARC,PlayStation,2005.0,Shooter,Midway Games,0.18,0.14,0.0,0.05,0.36,50.0,24.0,7.0,21.0,M
Dragon Ball Z: Attack of the Saiyans,Nintendo,2009.0,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73.0,21.0,7.9,24.0,E10+
Bionic Commando,PlayStation,2009.0,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71.0,48.0,7.4,62.0,M
Monster Rancher 3,PlayStation,2001.0,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77.0,13.0,8.5,23.0,E
The Incredibles: Rise of the Underminer,PlayStation,2005.0,Action,THQ,0.18,0.14,0.0,0.05,0.36,60.0,12.0,7.1,8.0,E10+
Hamtaro: Ham-Ham Heartbreak,Nintendo,2002.0,Action,Nintendo,0.26,0.1,0.0,0.01,0.36,72.0,7.0,8.8,19.0,E
Okage: Shadow King,PlayStation,2001.0,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70.0,23.0,8.5,14.0,T
BlazBlue: Calamity Trigger,Xbox,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86.0,51.0,8.5,70.0,T
NBA 2K6,Xbox,2005.0,Action,Take-Two Interactive,0.27,0.08,0.0,0.01,0.36,84.0,27.0,8.7,15.0,E
Marvel Super Hero Squad,Nintendo,2009.0,Fighting,THQ,0.3,0.03,0.0,0.03,0.36,49.0,16.0,6.2,14.0,E10+
The Chronicles of Narnia: Prince Caspian,Nintendo,2008.0,Action,Disney Interactive Studios,0.31,0.02,0.0,0.03,0.36,63.0,5.0,7.1,12.0,T
Worlds Scariest Police Chases,PlayStation,2001.0,Racing,Activision,0.2,0.14,0.0,0.02,0.36,54.0,16.0,6.6,5.0,T
MechAssault 2: Lone Wolf,Xbox,2004.0,Simulation,Microsoft Game Studios,0.27,0.08,0.0,0.01,0.36,81.0,66.0,7.5,23.0,T
Valkyrie Profile: Lenneth,PlayStation,2006.0,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80.0,39.0,8.4,59.0,T
WWE 2K17,Xbox,2016.0,Sports,Take-Two Interactive,0.17,0.16,0.0,0.03,0.36,68.0,12.0,5.6,29.0,T
ESPN NFL Football,Xbox,2003.0,Sports,Sega,0.27,0.08,0.0,0.01,0.36,91.0,25.0,8.9,45.0,E
Rapala Pro Fishing,PlayStation,2004.0,Sports,Zoo Digital Publishing,0.18,0.14,0.0,0.05,0.36,59.0,6.0,8.7,32.0,E
Spider-Man: Shattered Dimensions,Xbox,2010.0,Action,Activision,0.24,0.08,0.0,0.03,0.36,76.0,68.0,7.6,98.0,T
TMNT,Nintendo,2007.0,Action,Ubisoft,0.3,0.03,0.0,0.03,0.36,60.0,17.0,5.9,11.0,E10+
Arc the Lad: Twilight of the Spirits,PlayStation,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,72.0,39.0,8.2,33.0,T
Tiger Woods PGA Tour 09,PlayStation,2008.0,Sports,Electronic Arts,0.07,0.18,0.0,0.1,0.36,53.0,4.0,5.5,6.0,E
Dragons Crown,PlayStation,2013.0,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.36,78.0,15.0,8.4,198.0,T
Wipeout 2048,PlayStation,2012.0,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.36,79.0,63.0,8.2,192.0,E10+
Harry Potter and the Chamber of Secrets,Xbox,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,13.0,7.2,12.0,E
Arctic Thunder,PlayStation,2001.0,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,45.0,23.0,5.3,10.0,T
ESPN: Sports Connection,Nintendo,2012.0,Sports,Ubisoft,0.2,0.12,0.0,0.03,0.36,31.0,13.0,2.7,18.0,E
Battleborn,PlayStation,2016.0,Shooter,Take-Two Interactive,0.19,0.09,0.02,0.06,0.36,68.0,55.0,6.8,405.0,T
Shrek,Xbox,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,19.0,5.4,9.0,T
Trauma Center: Under the Knife,Nintendo,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,45.0,8.7,45.0,T
Earth Defense Force 2025,PlayStation,2013.0,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,28.0,7.5,52.0,M
Suikoden V,PlayStation,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,43.0,7.6,109.0,T
Tiger Woods PGA Tour 14,Xbox,2013.0,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,28.0,6.2,26.0,E
LocoRoco 2,PlayStation,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,55.0,8.4,44.0,E
Football Manager Handheld 2010,PlayStation,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69.0,10.0,6.9,7.0,E
Batman: Rise of Sin Tzu,PlayStation,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,63.0,21.0,8.3,14.0,T
Worms: Open Warfare 2,Nintendo,2007.0,Strategy,THQ,0.07,0.24,0.0,0.04,0.35,81.0,25.0,9.1,22.0,E10+
Dark Void,PlayStation,2010.0,Action,Capcom,0.18,0.12,0.0,0.05,0.35,59.0,50.0,6.0,36.0,T
Guitar Hero: Smash Hits,PlayStation,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.35,73.0,34.0,7.2,9.0,T
NHL 2K10,Nintendo,2009.0,Sports,Take-Two Interactive,0.32,0.01,0.0,0.03,0.35,79.0,8.0,6.8,16.0,E10+
Bloody Roar 3,PlayStation,2001.0,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71.0,20.0,8.6,34.0,T
WWE Crush Hour,PlayStation,2003.0,Racing,THQ,0.17,0.13,0.0,0.04,0.35,56.0,13.0,5.3,8.0,T
Persona 2: Eternal Punishment,PlayStation,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83.0,11.0,8.4,25.0,T
Assassins Creed III,Nintendo,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.2,217.0,M
Star Wars: Flight of the Falcon,Nintendo,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,39.0,13.0,5.8,11.0,E
Toukiden: The Age of Demons,PlayStation,2013.0,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.0,44.0,8.0,136.0,T
Teenage Mutant Ninja Turtles: Smash-Up,Nintendo,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.35,67.0,34.0,8.2,21.0,E10+
Metro: Last Light,Xbox,2013.0,Action,Deep Silver,0.17,0.15,0.0,0.03,0.35,80.0,20.0,8.4,442.0,No Rating
Resident Evil: Dead Aim,PlayStation,2003.0,Action,Capcom,0.17,0.13,0.0,0.04,0.35,65.0,28.0,6.7,49.0,M
Need for Speed Carbon,Nintendo,2006.0,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35,75.0,12.0,7.8,14.0,E10+
Defiance,PlayStation,2013.0,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,59.0,21.0,6.9,145.0,M
EA Sports MMA,Xbox,2010.0,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,79.0,63.0,7.0,55.0,T
Terminator Salvation,Xbox,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35,48.0,50.0,5.0,53.0,T
Guilty Gear X2,PlayStation,2002.0,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87.0,31.0,8.7,34.0,T
Chicken Shoot,Nintendo,2007.0,Action,Zoo Digital Publishing,0.32,0.0,0.0,0.02,0.35,27.0,9.0,4.6,27.0,E10+
MotoGP 08,Xbox,2008.0,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,68.0,20.0,5.6,12.0,E
Tom Clancys Rainbow Six: Lockdown,PlayStation,2005.0,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,70.0,15.0,6.9,9.0,M
Aggressive Inline,PlayStation,2002.0,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,85.0,31.0,8.7,14.0,T
Karaoke Revolution,PlayStation,2003.0,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,83.0,29.0,9.1,17.0,E
NFL Street,Nintendo,2004.0,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,81.0,30.0,8.0,4.0,E
Metal Arms: Glitch in the System,PlayStation,2003.0,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,81.0,28.0,8.9,17.0,T
Tropico 4,Xbox,2010.0,Strategy,Kalypso Media,0.2,0.12,0.0,0.03,0.35,77.0,18.0,7.5,37.0,T
EverGrace,PlayStation,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59.0,12.0,7.8,5.0,T
Enemy Territory: Quake Wars,PlayStation,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,60.0,30.0,6.3,15.0,T
Lunar 2: Eternal Blue Complete,PlayStation,1999.0,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,86.0,12.0,9.0,38.0,T
Tomb Raider (2013),PC,2013.0,Action,Square Enix,0.06,0.25,0.0,0.04,0.35,86.0,18.0,8.5,3572.0,M
MLB 06: The Show,PlayStation,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,83.0,30.0,8.5,32.0,E
Over the Hedge,Nintendo,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,0.35,61.0,21.0,9.3,6.0,E10+
