Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Metal Gear Solid 3: Snake Eater,PlayStation,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,968.0,M
FIFA 14,Xbox,2013.0,Sports,Electronic Arts,0.93,2.89,0.01,0.4,4.22,84.0,41.0,4.2,436.0,E
Assassins Creed: Revelations,PlayStation,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,620.0,M
Daxter,PlayStation,2006.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,E10+
FIFA Soccer 06,PlayStation,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,E
EyeToy Play,PlayStation,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,E
Assassins Creed: Revelations,Xbox,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.2,80.0,77.0,7.2,570.0,M
Gran Turismo 5 Prologue,PlayStation,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,E
Street Fighter IV,PlayStation,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94.0,61.0,7.3,331.0,T
Madden NFL 2003,PlayStation,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,E
The Witcher 3: Wild Hunt,PlayStation,2015.0,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92.0,79.0,9.2,10270.0,M
Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3179.0,M
Watch Dogs,PlayStation,2014.0,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80.0,80.0,6.3,3018.0,M
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,789.0,T
Batman: Arkham Knight,PlayStation,2015.0,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,87.0,89.0,7.6,2715.0,M
God of War II,PlayStation,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,718.0,M
Far Cry 4,PlayStation,2014.0,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,85.0,83.0,7.7,1663.0,M
Fallout: New Vegas,Xbox,2010.0,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.06,84.0,81.0,8.1,775.0,M
Carnival Games,Nintendo,2007.0,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,E
Forza Motorsport 2,Xbox,2007.0,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,E
Tekken Tag Tournament,PlayStation,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,118.0,T
Tom Clancys The Division,PlayStation,2016.0,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4.0,80.0,64.0,7.0,2234.0,M
Assassins Creed: Unity,PlayStation,2014.0,Action,Ubisoft,1.2,2.09,0.08,0.63,3.99,70.0,40.0,4.9,2069.0,M
Left 4 Dead 2,Xbox,2009.0,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,684.0,M
Fallout 3,PlayStation,2008.0,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,90.0,57.0,8.0,916.0,M
The Legend of Zelda: Skyward Sword,Nintendo,2011.0,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93.0,81.0,7.9,1972.0,E10+
Professor Layton and the Diabolical Box,Nintendo,2007.0,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,73.0,E10+
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.16,2.16,0.0,0.6,3.92,94.0,32.0,8.1,9142.0,M
Monster Hunter 4 Ultimate,Nintendo,2014.0,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86.0,80.0,8.7,348.0,T
EA Sports Active,Nintendo,2009.0,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.91,81.0,27.0,8.7,39.0,E
NBA 2K16,PlayStation,2015.0,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87.0,51.0,6.7,369.0,E10+
Tony Hawks Underground,PlayStation,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,T
Tekken 5,PlayStation,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.7,233.0,T
MotorStorm,PlayStation,2006.0,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.3,224.0,T
World Soccer Winning Eleven 8 International,PlayStation,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,E
Sports Champions,PlayStation,2010.0,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,76.0,64.0,7.9,104.0,E10+
Call of Duty: Ghosts,PlayStation,2013.0,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1570.0,M
Flash Focus: Vision Training in Minutes a Day,Nintendo,2007.0,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,E
Big Brain Academy: Wii Degree,Nintendo,2007.0,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,E
LEGO Indiana Jones: The Original Adventures,Xbox,2008.0,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,65.0,E10+
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,7.7,30.0,T
Harry Potter and the Sorcerers Stone,PlayStation,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,43.0,E
Assassins Creed IV: Black Flag,PlayStation,2013.0,Action,Ubisoft,1.33,1.69,0.13,0.57,3.72,88.0,36.0,8.1,846.0,M
Super Paper Mario,Nintendo,2007.0,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85.0,56.0,7.9,423.0,E
Spyro: Year of the Dragon,PlayStation,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,210.0,E
FIFA Soccer 2005,PlayStation,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,E
Tony Hawks Pro Skater 4,PlayStation,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,129.0,T
MySims,Nintendo,2007.0,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,6.9,14.0,E
Midnight Club 3: DUB Edition,PlayStation,2005.0,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,E10+
SOCOM: U.S. Navy SEALs,PlayStation,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,83.0,M
Jak and Daxter: The Precursor Legacy,PlayStation,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,314.0,E
Pro Evolution Soccer 2008,PlayStation,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,E
Resident Evil 4,PlayStation,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1025.0,M
FIFA Soccer 10,PlayStation,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.5,204.0,E
Guitar Hero: World Tour,Nintendo,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,T
Battlefield 4,PlayStation,2013.0,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,85.0,18.0,6.9,1586.0,M
Star Wars: Battlefront,PlayStation,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,143.0,T
The Simpsons: Road Rage,PlayStation,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,T
Luigis Mansion,Nintendo,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.6,162.0,E
Star Wars: Battlefront II,PlayStation,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,T
Cooking Mama 2: Dinner With Friends,Nintendo,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,39.0,8.0,9.0,E
Call of Duty: Infinite Warfare,Xbox,2016.0,Shooter,Activision,2.25,0.98,0.0,0.33,3.56,78.0,18.0,3.2,315.0,M
Assassins Creed: Unity,Xbox,2014.0,Action,Ubisoft,2.32,0.9,0.0,0.33,3.56,72.0,59.0,4.1,1008.0,M
Grand Theft Auto: Liberty City Stories,PlayStation,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,49.0,7.8,112.0,M
The Getaway,PlayStation,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,49.0,6.8,89.0,M
James Bond 007: Agent Under Fire,PlayStation,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,27.0,7.9,48.0,T
FIFA Soccer 11,Xbox,2010.0,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,E
Left 4 Dead,Xbox,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,67.0,7.9,1309.0,M
Resident Evil 5,Xbox,2009.0,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91.0,7.5,526.0,M
Assassins Creed: Brotherhood,Xbox,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5,89.0,81.0,8.3,700.0,M
Battlefield 4,PlayStation,2013.0,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,80.0,14.0,5.8,580.0,M
FIFA Soccer 2004,PlayStation,2003.0,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84.0,20.0,6.4,76.0,E
Battlefield 4,Xbox,2013.0,Shooter,Electronic Arts,2.15,1.02,0.02,0.31,3.49,79.0,21.0,5.6,546.0,M
Batman: Arkham Asylum,Xbox,2009.0,Action,Eidos Interactive,2.21,0.95,0.02,0.31,3.49,92.0,78.0,8.7,1083.0,T
Battlefield: Bad Company 2,Xbox,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.48,88.0,75.0,8.6,870.0,M
Gears of War: Ultimate Edition,Xbox,2015.0,Shooter,Microsoft Game Studios,2.78,0.34,0.0,0.36,3.47,82.0,74.0,7.5,570.0,M
Guitar Hero: On Tour,Nintendo,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,70.0,8.8,29.0,E10+
Clubhouse Games,Nintendo,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,30.0,8.4,28.0,E
Borderlands,Xbox,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,83.0,8.2,717.0,M
Assassins Creed Syndicate,PlayStation,2015.0,Action,Ubisoft,0.84,2.01,0.07,0.53,3.44,76.0,86.0,6.8,1341.0,M
Tekken 4,PlayStation,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,23.0,8.3,126.0,T
Battlefield 1,Xbox,2016.0,Shooter,Electronic Arts,2.14,0.97,0.01,0.32,3.44,87.0,38.0,8.1,470.0,M
Metal Gear Solid V: The Phantom Pain,PlayStation,2015.0,Action,Konami Digital Entertainment,1.1,1.36,0.49,0.48,3.43,93.0,86.0,8.2,3987.0,M
Grand Theft Auto 2,PlayStation,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,T
Spider-Man 2,PlayStation,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,50.0,8.9,109.0,T
LittleBigPlanet 2,PlayStation,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.4,91.0,86.0,8.4,660.0,E
LEGO Batman: The Videogame,Xbox,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.03,0.0,0.32,3.4,76.0,49.0,7.9,75.0,E10+
FIFA Soccer 2003,PlayStation,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,15.0,6.7,35.0,E
Crash Bash,PlayStation,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,12.0,8.3,100.0,E
Destiny,Xbox,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.38,75.0,11.0,5.5,1736.0,T
Final Fantasy XV,PlayStation,2016.0,Role-Playing,Square Enix,1.01,1.12,0.81,0.42,3.37,82.0,102.0,7.7,2659.0,T
Far Cry 3,PlayStation,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,32.0,8.5,1046.0,M
James Bond 007: Nightfire,PlayStation,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,20.0,8.5,66.0,T
Star Wars Episode III: Revenge of the Sith,PlayStation,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,34.0,7.2,82.0,T
The Legend of Zelda: Spirit Tracks,Nintendo,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,75.0,7.8,231.0,E10+
Max Payne,PlayStation,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,21.0,8.4,87.0,M
Halo: The Master Chief Collection,Xbox,2014.0,Shooter,Microsoft Game Studios,1.98,1.0,0.03,0.3,3.31,85.0,69.0,7.2,1272.0,M
Assassins Creed IV: Black Flag,Xbox,2013.0,Action,Ubisoft,1.9,1.11,0.01,0.29,3.31,86.0,35.0,7.9,706.0,M
The Lord of the Rings: The Return of the King,PlayStation,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,31.0,8.6,106.0,T
Super Mario Maker,Nintendo,2015.0,Platform,Nintendo,1.21,0.92,0.95,0.2,3.28,88.0,85.0,8.7,698.0,E
Gran Turismo 6,PlayStation,2013.0,Racing,Sony Computer Entertainment,0.74,1.68,0.4,0.45,3.28,81.0,81.0,7.7,762.0,E
True Crime: Streets of LA,PlayStation,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,39.0,8.0,94.0,M
Professor Layton and the Unwound Future,Nintendo,2008.0,Puzzle,Nintendo,0.61,1.57,0.82,0.27,3.26,86.0,62.0,9.2,111.0,E10+
FIFA 16,Xbox,2015.0,Sports,Electronic Arts,0.9,2.12,0.0,0.24,3.26,84.0,45.0,4.4,463.0,E
Madden NFL 16,PlayStation,2015.0,Sports,Electronic Arts,2.35,0.3,0.0,0.6,3.26,83.0,37.0,5.9,180.0,E
Wii Music,Nintendo,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,43.0,4.6,116.0,E
FIFA 17,Xbox,2016.0,Sports,Electronic Arts,0.72,2.3,0.0,0.22,3.24,84.0,51.0,5.4,210.0,E
The Sims 4,PC,2014.0,Simulation,Electronic Arts,1.05,1.93,0.0,0.24,3.23,70.0,74.0,3.9,2075.0,T
God of War: Chains of Olympus,PlayStation,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,79.0,8.6,566.0,M
L.A. Noire,PlayStation,2011.0,Adventure,Take-Two Interactive,1.28,1.29,0.12,0.5,3.18,89.0,78.0,7.7,1017.0,M
Enter the Matrix,PlayStation,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,30.0,8.1,137.0,T
Crisis Core: Final Fantasy VII,PlayStation,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,67.0,8.0,465.0,T
Dance Central,Xbox,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,63.0,7.6,85.0,T
Ace Combat 04: Shattered Skies,PlayStation,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,22.0,9.1,97.0,E
Animal Crossing: Happy Home Designer,Nintendo,2015.0,Simulation,Nintendo,0.55,1.07,1.41,0.13,3.16,66.0,60.0,6.8,107.0,E
Animal Crossing,Nintendo,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,42.0,8.9,138.0,E
FIFA Soccer 08,PlayStation,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,12.0,6.5,36.0,E
Mario Party 9,Nintendo,2012.0,Misc,Nintendo,1.06,1.1,0.76,0.22,3.14,73.0,45.0,6.8,159.0,E
Spider-Man,PlayStation,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,19.0,8.9,109.0,E
The Legend of Zelda: A Link Between Worlds,Nintendo,2013.0,Action,Nintendo,1.41,1.03,0.46,0.23,3.13,91.0,81.0,8.9,1070.0,E
Sonic Rush,Nintendo,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,43.0,8.5,102.0,E
Fallout: New Vegas,PlayStation,2010.0,Role-Playing,Bethesda Softworks,1.53,1.03,0.1,0.46,3.12,82.0,57.0,7.8,496.0,M
Personal Trainer: Cooking,Nintendo,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,81.0,12.0,7.8,10.0,E
Rhythm Heaven,Nintendo,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,48.0,9.0,63.0,E
The Elder Scrolls IV: Oblivion,PlayStation,2007.0,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,45.0,8.0,606.0,M
Resident Evil 6,PlayStation,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,34.0,5.4,1309.0,M
Mass Effect 2,Xbox,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,98.0,8.9,3153.0,M
Dragon Ball Z: Budokai,PlayStation,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,T
Madden NFL 2002,PlayStation,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,23.0,7.9,46.0,E
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,18.0,7.8,22.0,T
LEGO Batman: The Videogame,Nintendo,2008.0,Action,Warner Bros. Interactive Entertainment,1.8,0.98,0.0,0.29,3.07,74.0,17.0,7.9,22.0,E10+
LEGO Batman: The Videogame,Nintendo,2008.0,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,16.0,8.0,16.0,E10+
Borderlands 2,Xbox,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,59.0,8.2,895.0,M
Kung Fu Panda,Xbox,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05,75.0,42.0,7.4,32.0,E10+
Mass Effect 3,Xbox,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3733.0,M
Saints Row 2,Xbox,2008.0,Action,THQ,1.95,0.79,0.02,0.28,3.04,81.0,75.0,8.1,310.0,M
Heavy Rain,PlayStation,2010.0,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,107.0,7.7,2775.0,M
Tom Clancys Splinter Cell,Xbox,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,46.0,8.5,121.0,T
FIFA 14,PlayStation,2013.0,Sports,Electronic Arts,0.62,1.85,0.12,0.44,3.02,87.0,26.0,6.3,619.0,E
NBA 2K13,Xbox,2012.0,Sports,Take-Two Interactive,2.61,0.2,0.01,0.19,3.01,88.0,41.0,7.3,132.0,E
Killzone 2,PlayStation,2009.0,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1509.0,M
Far Cry 3,Xbox,2012.0,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.01,91.0,39.0,8.6,1259.0,M
Epic Mickey,Nintendo,2010.0,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,78.0,7.0,131.0,E
Dragon Ball Z: Budokai Tenkaichi 3,PlayStation,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73.0,24.0,9.2,176.0,T
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82.0,23.0,6.6,20.0,T
World Soccer Winning Eleven 6 International,PlayStation,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,24.0,9.1,65.0,E
Devil May Cry,PlayStation,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94.0,37.0,8.5,467.0,M
Middle-Earth: Shadow of Mordor,PlayStation,2014.0,Action,Warner Bros. Interactive Entertainment,1.02,1.43,0.05,0.47,2.97,84.0,85.0,8.1,1907.0,M
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.59,1.01,0.0,0.38,2.97,85.0,73.0,5.9,2755.0,T
Titanfall,Xbox,2014.0,Shooter,Electronic Arts,1.85,0.8,0.04,0.27,2.96,86.0,68.0,6.4,2661.0,M
Sonic Heroes,PlayStation,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,29.0,7.8,94.0,E
Hitman 2: Silent Assassin,PlayStation,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,19.0,7.8,78.0,M
Battlefield: Bad Company 2,PlayStation,2010.0,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,59.0,8.5,573.0,M
SOCOM II: U.S. Navy SEALs,PlayStation,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,42.0,9.0,93.0,M
Street Fighter IV,Xbox,2009.0,Fighting,Capcom,1.83,0.7,0.15,0.26,2.94,93.0,77.0,7.3,292.0,T
Pac-Man Collection,Nintendo,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4.0,E
inFAMOUS,PlayStation,2009.0,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.0,98.0,8.3,1176.0,T
Call of Duty: Ghosts,Xbox,2013.0,Shooter,Activision,1.88,0.77,0.0,0.27,2.93,78.0,7.0,4.3,702.0,M
Kirby Super Star Ultra,Nintendo,2008.0,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,77.0,E
Mass Effect,Xbox,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,74.0,8.7,1702.0,M
Sonic Mega Collection Plus,PlayStation,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73.0,21.0,8.6,30.0,E
World Soccer Winning Eleven 7 International,PlayStation,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,28.0,9.0,45.0,E
Sega Superstars Tennis,Xbox,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,45.0,6.8,19.0,E10+
Hot Shots Golf 3,PlayStation,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85.0,30.0,8.9,16.0,E
Cooking Mama: Cook Off,Nintendo,2007.0,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,37.0,5.3,23.0,E
WarioWare: Smooth Moves,Nintendo,2006.0,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,61.0,7.4,180.0,E10+
Call of Duty: Finest Hour,PlayStation,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76.0,49.0,7.7,70.0,T
Syphon Filter,PlayStation,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,90.0,19.0,8.7,84.0,T
Mortal Kombat X,PlayStation,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.55,0.82,0.0,0.5,2.86,83.0,81.0,7.7,845.0,M
Madden NFL 13,Xbox,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,36.0,5.8,179.0,E
The Elder Scrolls III: Morrowind,Xbox,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,112.0,T
Assassins Creed IV: Black Flag,PlayStation,2013.0,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,29.0,7.8,1553.0,M
Mortal Kombat,PlayStation,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.85,84.0,60.0,8.4,496.0,M
Madden NFL 10,Xbox,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,58.0,6.1,90.0,E
BioShock,Xbox,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.0,88.0,8.9,2256.0,M
Metroid Prime,Nintendo,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,754.0,T
Assassins Creed: Brotherhood,PlayStation,2010.0,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,59.0,8.2,800.0,M
Medal of Honor,PlayStation,2010.0,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,56.0,7.5,285.0,M
inFAMOUS: Second Son,PlayStation,2014.0,Action,Sony Computer Entertainment,1.29,0.98,0.07,0.46,2.8,80.0,90.0,7.9,2954.0,T
NBA Street,PlayStation,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89.0,22.0,8.6,39.0,E
Jak II,PlayStation,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87.0,47.0,8.2,241.0,T
Killzone 3,PlayStation,2011.0,Shooter,Sony Computer Entertainment,1.46,0.86,0.09,0.38,2.78,84.0,85.0,7.9,945.0,M
Need for Speed: Hot Pursuit,PlayStation,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89.0,59.0,7.2,301.0,E10+
Skylanders: Spyros Adventure,Nintendo,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,11.0,5.6,31.0,E10+
Battlefield 3,PC,2011.0,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89.0,61.0,7.5,4942.0,M
The Sims,PlayStation,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83.0,33.0,7.7,46.0,T
Star Wars: The Force Unleashed,Xbox,2008.0,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,73.0,74.0,6.7,390.0,T
Saints Row: The Third,Xbox,2011.0,Action,THQ,1.25,1.14,0.07,0.3,2.77,84.0,70.0,7.6,492.0,M
Yoshis Island DS,Nintendo,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81.0,42.0,7.4,67.0,E
Tekken 6,PlayStation,2009.0,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79.0,63.0,7.4,214.0,T
